articles_num,mean_views_num
6.632322862440852,-1.0638763112522784
3.5134554790066743,-0.060683847479086304
3.3993599130524164,-0.29339321042062605
3.2576976331763245,-0.9797880540549154
2.853385828989424,-0.6043242079643639
2.120570683900667,-0.4205033666491981
1.7438255936356006,-0.5065471647116162
1.5952716352790501,-0.469391888275572
1.3272619165945516,-0.6160574531546936
1.3073526232065602,0.017537787123111912
1.0600179399634375,-0.557391227203045
0.9719576038242452,-0.09001696045491064
0.87087965277752,-0.6180129940197486
0.8563305537632186,-0.3716148450228242
0.7422349878089606,-0.9113441237779921
0.6878673020186766,4.3842605387908264
0.5967439976659472,-1.1968530900760157
0.5684115416907288,-1.2007641718061255
0.45355023368308656,0.05273752269410111
0.45355023368308656,0.02144886885322183
0.4076057104800297,-0.8135670805252442
0.38539919093188557,-0.4224589075142531
0.36778712370404704,-0.4420143161648025
0.32031111639422166,0.07424847220970562
0.30499627532653606,0.011671164527947045
0.2827897557783918,-0.471347429140627
0.2674749147107062,-0.4322366118395279
0.19626090374596805,-0.34032619118194496
0.19472941963919949,-0.2953487512856809
0.18324328883843527,-0.2894821286905161
0.13500153947522556,-0.4576586430852423
0.12657837688799847,-0.6199685348848036
0.10207463117970147,0.6726439769165219
-0.0020662880805607767,-0.6551682704557927
-0.012020934774556432,-0.22690482100875756
-0.03499319637608487,-0.3677037632927143
-0.03499319637608487,-0.12521669602589985
-0.036524680482853435,-0.5358802776874405
-0.04188487485654341,-0.35205943637227466
-0.07328029904529892,-0.5026360829815063
-0.07634326725883606,0.09380388086025518
-0.08553217189944744,-0.12912777775600975
-0.08782939805960029,-0.4752585108707369
-0.1322424371558886,-0.22103819841359265
-0.17052953982510266,-0.4439698570298576
-0.1804841865190983,-0.1584608907318341
-0.19503328553339966,0.6511330274009175
-0.19733051169355245,-0.2855710469604062
-0.20269070606724246,-0.3168597008012855
-0.20958238454770092,-0.7412120685182109
-0.2218342574018495,0.00971562366289209
-0.22489722561538658,-0.4283255301094179
-0.2325546461492294,1.6543254911741097
-0.2333203882026137,-0.5965020445041441
-0.23561761436276654,0.04687090009893624
-0.24863522927029935,0.25024715006465165
-0.25246393953722074,-1.0716984747124982
-0.2562926498041422,0.3558463567776192
-0.26012136007106357,-0.05481722488392145
-0.2708417488184435,0.12704807556618944
-0.2762019431921335,-0.7060123329472217
-0.283093621672592,-0.15063872727161426
-0.31066033559442613,-0.643435025265463
-0.33286685514257025,-0.5358802776874405
-0.33822704951626026,-0.30903753734106565
-0.33975853362302877,-1.0599652295221689
-0.3435872438899502,-0.6688570565111774
-0.3550733746907145,-0.8839665516672226
-0.36809098959824726,-0.16432751332699894
-0.38110860450578005,-0.4537475613551324
-0.39872067173361847,-0.469391888275572
-0.40254938200053986,1.4548603229385042
-0.40714383432084555,-0.4205033666491981
-0.41633273896145684,-0.15650534986677914
-0.4331790641359112,-0.5456579820127153
-0.4331790641359112,-0.7607674771687604
-0.43547629029606394,0.3304243255319048
-0.4393050005629854,2.237076668960486
-0.44543093699005953,2.3974310198949933
-0.4461966790434439,-0.1741052176522737
-0.45232261547051816,-1.0228099530861243
-0.4538540995772867,0.101626044320475
-0.48984397608634783,-0.6043242079643639
-0.49443842840665353,-0.2640600974448017
-0.49596991251342215,-0.2405936070641422
-0.4982671386735751,0.5240228711723454
-0.5036273330472649,-0.29143766955557104
-0.5166449479547977,-0.3461928137771098
-0.5319597890224833,1.9183235079565288
-0.5334912731292519,-0.09001696045491064
-0.5373199833961733,-0.37552592675293417
-0.541914435716479,-0.4850362151960117
-0.5465088880367847,0.2600248543899264
-0.5488061141969375,0.41060150099915793
-0.5534005665172432,-0.6825458425665621
-0.5671839234781603,-0.8898331742623875
-0.5694811496383131,4.331460935434344
-0.5710126337450817,-0.4381032344346927
-0.5733098599052345,-0.2229937392786476
-0.5794357963323088,-0.6786347608364522
-0.5809672804390773,0.09575942172531014
-0.5817330224924616,0.7176214168127859
-0.5832645065992301,1.7638357796171873
-0.5863274748127673,-0.10175020564524036
-0.5901561850796887,1.9163679670914735
-0.5932191532932258,3.4710229548101634
-0.5932191532932258,-0.08023925612963588
-0.5939848953466101,0.3773573062932237
-0.5947506373999943,-0.005928703257547554
-0.5978136056135315,-0.4615697248153522
-0.6054710261473744,0.3754017654281688
-0.6108312205210643,-1.126453618934037
-0.6131284466812171,0.3089133760163003
-0.6200201251616757,-0.058728306614031354
-0.6261460615887501,0.7841098062246545
-0.6269118036421342,0.2561137726598165
-0.6269118036421342,-0.4772140517357918
-0.6307405139090556,3.545333507682252
-0.6315062559624399,-0.9308995324285416
-0.6330377400692084,-0.4557031022201874
-0.6330377400692084,1.593703724357406
-0.6338034821225927,0.001893460202672268
-0.634569224175977,0.31869108034157506
-0.6361007082827456,1.896812558440924
-0.6361007082827456,0.9777083518650952
-0.6376321923895142,-0.12326115516084488
